scorer,,,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais
bodyparts,,,nose,nose,rightEar,rightEar,leftEar,leftEar,head,head,neck,neck,center,center,hip,hip,tailBase,tailBase,RfrontPaw,RfrontPaw,LfrontPaw,LfrontPaw,RrearPaw,RrearPaw,LrearPaw,LrearPaw,foodPlate,foodPlate,foodPellet1,foodPellet1,foodPellet2,foodPellet2,frontTopHouse,frontTopHouse,frontBottomHouse,frontBottomHouse,backTopHouse,backTopHouse,backBottomHouse,backBottomHouse,centerHouse,centerHouse,centerBackHouse,centerBackHouse,upMothTop,upMothTop,upMothBottom,upMothBottom,upMothWingRight,upMothWingRight,upMothWingLeft,upMothWingLeft,downMothTop,downMothTop,downMothBottom,downMothBottom,downMothWingRight,downMothWingRight,downMothWingLeft,downMothWingLeft,upWormHead,upWormHead,upWormCenter,upWormCenter,upWormTail,upWormTail,downWormHead,downWormHead,downWormCenter,downWormCenter,downWormTail,downWormTail,blackCricket,blackCricket,blackSwoop,blackSwoop,blackLoom,blackLoom,yellowCricket,yellowCricket,yellowSwoop,yellowSwoop,greyLoom,greyLoom,flash,flash,cornerTopL,cornerTopL,cornerTopR,cornerTopR,cornerBottomL,cornerBottomL,cornerBottomR,cornerBottomR,windowTop,windowTop,windowBottom,windowBottom
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,111622_Cropped_ROI_1,img01340.png,62.323166330387394,38.71543664213249,75.25618517150254,33.35296541532867,67.37019807326159,46.601423740373434,70.20915342862834,38.399997158202865,75.57162465543216,40.60807354571031,87.24288556082873,45.97054477251416,99.22958595015494,53.541092386825426,,,,,,,,,,,122.25666827701845,115.99811020489358,104.90749666088841,102.11877291198954,137.71320298957068,102.11877291198954,156.95501150927856,21.366265026002452,154.74693512177112,82.56152490835206,88.82008298047693,20.104507090283903,84.71936968939166,80.35344852084458,114.37068117877753,45.97054477251416,79.35689846258781,45.97054477251416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.53124271789487,18.21187018670608,287.86239734007796,21.681704509932104,64.21580323396522,143.12590582284236,282.18448662934446,149.11925601750545,293.85574753474106,88.23943561908553,291.0167921793743,159.5287589871835
labeled-data,111622_Cropped_ROI_1,img01755.png,110.26996788769226,126.4076131745716,88.50464349654727,126.4076131745716,98.91414646622532,110.63563897808976,99.22958595015494,120.4142629799085,90.71271988405475,115.99811020489358,77.14882207508036,105.27316775128591,64.21580323396522,95.80998323339679,,,,,,,,,,,122.88754724487772,115.99811020489358,105.22293614481806,103.69597033163774,74.30986671971361,64.89691380829237,156.95501150927856,21.681704509932104,154.43149563784146,83.19240387621133,88.82008298047693,19.78906760635428,85.98112762511018,81.61520645656313,113.73980221091826,47.23230270823271,79.04145897865818,45.97054477251416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.58492426610594,18.21187018670608,287.86239734007796,22.628022961721,65.79300065361342,140.28695046747563,281.5536076614852,146.911179629998,293.85574753474106,87.92399613515587,291.6476711472336,158.26700105146494
labeled-data,111622_Cropped_ROI_1,img02636.png,101.12222285373277,24.836099349228476,112.16260479127008,28.305933672454472,95.4443121429993,43.762468385006684,103.96117820909951,30.198570576032296,107.11557304839589,33.98384438318794,117.20963653414425,47.86318167609198,127.30370001989264,62.37339793685527,,,,,,,,,,,123.83386569666665,115.68267072096393,68.31651652505052,85.40048026371878,76.51794310722109,66.47411122794057,157.27045099320821,20.104507090283903,156.00869305748967,82.2460854244224,88.82008298047693,21.05082554207283,86.9274460768991,80.98432748870385,113.4243627269886,50.07125806359943,79.98777743044708,49.12493961181053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.53124271789487,20.104507090283903,288.80871579186686,23.258901929580276,69.26283497683941,136.8171161442496,282.81536559720377,142.49502685498308,294.48662650260036,90.13207252266335,291.96311063116326,157.9515615675353
labeled-data,111622_Cropped_ROI_1,img03641.png,,,254.1103725596068,106.85036517093411,273.036741595385,106.21948620307484,263.88899656142553,109.37388104237121,264.2044360453552,103.06509136377846,261.6809201739181,89.18575407087442,256.31844894711423,74.04465884225183,250.9559777203104,68.68218761544802,,,,,,,,,124.14930518059627,114.73635226917503,72.73266930006544,127.03849214243087,69.89371394469869,108.42756259058228,156.95501150927856,20.419946574213554,156.95501150927856,81.2997669726335,89.13552246440655,20.419946574213554,86.9274460768991,81.61520645656313,116.26331808235535,46.91686322430306,80.93409588223601,47.86318167609198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.84668220182449,21.05082554207283,286.6006394043594,23.258901929580276,70.84003239648762,139.971510983546,282.4999261132741,143.75678479070163,294.1711870186707,89.8166330387337,291.33223166330396,153.85084827645002
labeled-data,111622_Cropped_ROI_1,img03697.png,290.7013526954447,134.2936002728125,272.4058626275257,144.70310324249056,272.7213021114554,126.4076131745716,276.19113643468137,135.55535820853106,268.6205888203701,136.18623717639036,255.687569979255,133.66272130495327,244.6471880417177,130.82376594958652,240.5464747506324,126.09217369064196,286.28519992042976,151.9582113728722,,,,,265.1507544971441,118.8370655602603,124.78018414845555,115.05179175310465,69.89371394469869,127.03849214243087,70.52459291255796,110.63563897808976,156.95501150927856,21.05082554207283,156.32413254141926,81.93064594049278,89.13552246440655,20.419946574213554,86.61200659296945,81.61520645656313,116.89419705021463,48.178621160021606,79.98777743044708,47.54774219216233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.73931910540232,21.681704509932104,288.4932763079372,23.258901929580276,68.00107704112087,141.23326891926456,282.18448662934446,145.64942169427945,294.1711870186707,90.13207252266335,292.27855011509286,155.74348518002785
labeled-data,111622_Cropped_ROI_1,img04294.png,58.8533320071614,77.82993264940748,72.73266930006544,89.8166330387337,50.336465941061206,93.91734632981897,61.3768478785985,85.71591974764843,62.638605814317046,94.23278581374862,72.73266930006544,106.21948620307484,86.29656710903983,106.53492568700446,,,,,,,,,,,124.46474466452592,114.73635226917503,75.57162465543216,138.07887407996816,,,156.6395720253489,20.104507090283903,155.69325357356,79.7225695529853,88.18920401261765,20.104507090283903,87.55832504475838,81.93064594049278,115.63243911449608,47.23230270823271,81.24953536616563,45.65510528858451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.00107704112087,21.366265026002452,287.23151837221866,22.943462445650653,65.47756116968377,142.49502685498308,281.86904714541487,145.64942169427945,294.80206598652995,87.60855665122625,291.6476711472336,159.84419847111315
labeled-data,111622_Cropped_ROI_1,img04653.png,,,115.9478785984257,36.50736025462504,99.86046491801422,32.40664696353974,109.32364943590333,33.35296541532867,107.43101253232551,38.71543664213249,102.38398078945131,52.59477393503653,97.96782801443639,66.15867174401092,,,,,,,,,,,124.14930518059627,116.3135496888232,74.94074568757289,138.07887407996816,73.04810878399506,104.64228878342664,157.90132996106746,20.104507090283903,155.0623746057007,79.40713006905568,88.82008298047693,20.735386058143177,86.29656710903983,82.56152490835206,118.78683395379245,48.49406064395126,81.56497485009528,48.80950012788088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.47756116968377,19.78906760635428,289.1241552757965,21.05082554207283,65.47756116968377,137.4479951121089,280.9227286936259,144.3876637585609,294.48662650260036,88.8703145869448,291.96311063116326,158.26700105146494
labeled-data,111622_Cropped_ROI_1,img05648.png,79.67233794651746,19.47362812242463,80.30321691437673,35.561041802836115,58.8533320071614,31.775767995680468,73.04810878399506,28.936812640313747,72.10179033220616,35.24560231890649,70.84003239648762,51.33301599931798,76.83338259115071,63.63515587257382,,,,,,,,,,,123.20298672880737,114.73635226917503,70.84003239648762,108.11212310665266,73.99442723578399,80.03800903691496,156.00869305748967,20.735386058143177,156.00869305748967,82.87696439228168,88.82008298047693,20.735386058143177,86.29656710903983,81.2997669726335,115.31699963056643,46.91686322430306,80.93409588223601,46.91686322430306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.10844013754304,20.419946574213554,290.0704737275854,21.997143993861727,68.94739549290979,139.65607149961636,281.5536076614852,145.3339822103498,294.1711870186707,89.8166330387337,291.33223166330396,159.21331950325384
