scorer,,,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais
bodyparts,,,nose,nose,rightEar,rightEar,leftEar,leftEar,head,head,neck,neck,center,center,hip,hip,tailBase,tailBase,RfrontPaw,RfrontPaw,LfrontPaw,LfrontPaw,RrearPaw,RrearPaw,LrearPaw,LrearPaw,foodPlate,foodPlate,foodPellet1,foodPellet1,foodPellet2,foodPellet2,frontTopHouse,frontTopHouse,frontBottomHouse,frontBottomHouse,backTopHouse,backTopHouse,backBottomHouse,backBottomHouse,centerHouse,centerHouse,centerBackHouse,centerBackHouse,upMothTop,upMothTop,upMothBottom,upMothBottom,upMothWingRight,upMothWingRight,upMothWingLeft,upMothWingLeft,downMothTop,downMothTop,downMothBottom,downMothBottom,downMothWingRight,downMothWingRight,downMothWingLeft,downMothWingLeft,upWormHead,upWormHead,upWormCenter,upWormCenter,upWormTail,upWormTail,downWormHead,downWormHead,downWormCenter,downWormCenter,downWormTail,downWormTail,blackCricket,blackCricket,blackSwoop,blackSwoop,blackLoom,blackLoom,yellowCricket,yellowCricket,yellowSwoop,yellowSwoop,greyLoom,greyLoom,flash,flash,cornerTopL,cornerTopL,cornerTopR,cornerTopR,cornerBottomL,cornerBottomL,cornerBottomR,cornerBottomR,windowTop,windowTop,windowBottom,windowBottom
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,111622_Cropped_ROI_0,img00960.png,153.4877149109097,50.86605189121602,130.66808377618008,50.86605189121602,137.23263519849957,32.735386058143206,140.6712097530479,44.61409815567367,130.66808377618008,40.55032822757113,113.47521100343862,34.923569865583005,96.90753360425138,34.610972178805895,85.34141919349803,39.61253516723977,,,,,,,,,190.06164426383248,115.26117536730229,171.93097843075964,104.32025633010318,204.44113785557988,100.25648640200063,149.42394498280714,22.732260081275427,154.73810565801813,83.37621131603626,218.50803376055018,16.167708658955945,225.07258518286966,78.6872460143795,196.31359799937485,46.48968427633636,228.19856205064082,43.988902782119425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.882525789309213,23.044857768052537,236.3261019068459,23.044857768052537,16.25733041575498,147.77133479212256,234.4505157861832,149.64692091278525,7.191997499218573,88.06517661769306,9.067583619881276,152.46030009377932
labeled-data,111622_Cropped_ROI_0,img01553.png,146.29796811503599,62.119568615192264,156.30109409190374,48.67786808377619,168.4924038762113,63.99515473585498,158.80187558612067,57.74320100031261,165.05382932166304,52.741638011878734,174.43175992497657,44.30150046889656,183.18449515473588,34.610972178805895,184.7474835886215,28.67161613004066,,,,,,,,,190.06164426383248,114.01078462019382,170.68058768365114,103.38246326977182,204.753735542357,99.00609565489216,150.67433572991564,21.79446702094407,154.42550797124102,83.06361362925915,218.50803376055018,18.043294779618662,225.69778055642388,78.06205064082528,200.68996561425445,44.92669584245078,227.5733666770866,44.61409815567367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00693966864651,18.668490153172883,236.63869959362302,18.043294779618662,17.50772116286346,144.33276023757423,233.51272272585186,146.83354173179117,7.504595185995683,86.18959049703034,7.504595185995683,151.52250703344794
labeled-data,111622_Cropped_ROI_0,img02451.png,153.8003125976868,40.86292591434827,167.55461081587998,38.04954673335419,167.8672085026571,53.9920287589872,164.42863394810882,43.988902782119425,168.80500156298848,43.988902782119425,180.05851828696467,40.23773054079402,189.43644889027826,33.673179118474536,195.68840262582057,28.67161613004066,,,,,,,,,190.6868396373867,114.94857768052518,171.30578305720542,103.69506095654893,205.0663332291341,98.69349796811505,148.1735542356987,21.16927164738982,154.1129102844639,82.75101594248204,218.8206314473273,17.730697092841524,226.010378243201,79.31244138793375,199.75217255392312,48.05267271022197,227.8859643638637,45.55189121600503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6943419818694,22.10706470772118,233.82532041262897,20.23147858705849,17.195123476086337,143.70756486402001,233.20012503907475,144.95795561112848,7.817192872772807,86.18959049703034,8.754985933104152,152.77289778055643
labeled-data,111622_Cropped_ROI_0,img02515.png,9.067583619881276,126.82728977805564,25.947858705845633,116.51156611441075,28.13604251328546,136.5178180681463,23.134479524851585,125.26430134417006,30.949421694279508,124.0139105970616,39.0769615504846,119.32494529540483,47.20450140668966,109.32181931853705,47.51709909346677,100.88168177555488,11.255767427321103,117.76195686151922,,,25.635261019068523,98.69349796811505,,,190.9994373241638,114.63597999374807,170.36798999687403,103.69506095654893,205.3789309159112,100.88168177555488,148.4861519224758,22.10706470772118,154.1129102844639,82.75101594248204,217.57024070021885,17.418099406064414,226.63557361675527,78.37464832760239,197.25139105970618,45.86448890278214,228.8237574241951,41.8007189746796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.50772116286346,22.732260081275427,234.7631134729603,19.60628321350424,18.445514223194806,141.8319787433573,235.38830884651458,144.95795561112848,7.191997499218573,88.37777430447017,8.129790559549917,152.77289778055643
labeled-data,111622_Cropped_ROI_0,img03992.png,,,195.37580493904346,62.74476398874651,203.81594248202566,45.86448890278214,198.1891841200375,56.18021256642703,194.75060956548924,53.366833385432955,180.68371366051895,44.30150046889656,165.99162238199438,39.29993748046266,,,,,,,,,,,190.06164426383248,116.51156611441075,171.93097843075964,103.69506095654893,206.0041262894655,99.63129102844641,149.42394498280714,22.419662394498317,153.8003125976868,83.37621131603626,219.75842450765867,18.043294779618662,226.010378243201,78.6872460143795,196.31359799937485,47.11487964989061,228.19856205064082,43.676305095342315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.632135042200744,19.29368552672713,236.0135042200688,19.91888090028135,18.132916536417696,144.64535792435134,234.7631134729603,145.89574867145984,7.504595185995683,89.00296967802439,9.067583619881276,153.71069084088776
labeled-data,111622_Cropped_ROI_0,img06672.png,,,201.0025633010316,60.556580181306686,211.00568927789936,41.48812128790249,205.0663332291341,51.178649577993156,199.439574867146,46.17708658955925,187.24826508283843,39.61253516723977,176.3073460456393,34.923569865583005,,,,,,,,,,,188.49865582994687,114.63597999374807,171.30578305720542,104.00765864332604,205.0663332291341,99.31869334166927,149.73654266958425,23.357455454829648,154.73810565801813,84.00140668959051,218.8206314473273,18.355892466395773,225.69778055642388,78.06205064082528,190.6868396373867,47.42747733666772,227.5733666770866,43.363707408565205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.319537355423634,21.16927164738982,234.4505157861832,21.79446702094407,17.82031884964057,144.64535792435134,232.88752735229758,145.2705532979056,6.879399812441449,86.50218818380745,8.754985933104152,151.20990934667083
labeled-data,111622_Cropped_ROI_0,img08924.png,,,187.56086276961554,61.806970928415154,204.44113785557988,55.86761487964992,195.37580493904346,60.24398249452955,192.56242575804941,54.30462644576431,183.8096905282901,41.17552360112538,175.99474835886218,30.54720225070338,,,,,,,,,,,190.6868396373867,115.88637074085653,169.4301969365427,102.13207252266335,206.6293216630197,98.38090028133794,149.11134729603003,22.732260081275427,154.42550797124102,83.06361362925915,218.8206314473273,16.480306345733055,225.69778055642388,78.99984370115664,196.93879337292907,45.86448890278214,227.8859643638637,41.8007189746796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.825007814942225,45.23929352922789,,,,,,,,,,,,,16.882525789309213,21.16927164738982,235.0757111597374,19.60628321350424,21.571491090965978,144.33276023757423,231.32453891841203,146.52094404501406,6.879399812441449,86.50218818380745,9.067583619881276,155.8988746483276
labeled-data,111622_Cropped_ROI_0,img09577.png,,,191.9372303844952,57.74320100031261,206.94191934979682,46.48968427633636,200.06477024070023,54.61722413254145,196.31359799937485,49.92825883088466,183.497092841513,37.42435135979997,173.18136917786808,30.85979993748049,,,,,,,,,,,190.3742419506096,115.26117536730229,170.68058768365114,104.00765864332604,203.19074710847144,100.25648640200063,148.4861519224758,20.5440762738356,153.8003125976868,83.06361362925915,217.25764301344174,17.105501719287304,225.07258518286966,79.31244138793375,194.75060956548924,43.988902782119425,227.8859643638637,42.113316661456736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.65557986870901,124.95170365739294,,,,,,,,,,,,,14.6943419818694,17.730697092841524,235.7009065332917,18.98108783995002,19.383307283526165,143.70756486402001,235.0757111597374,146.20834635823695,5.62900906533298,88.06517661769306,8.442388246327042,153.08549546733354
