scorer,,,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais
bodyparts,,,nose,nose,rightEar,rightEar,leftEar,leftEar,head,head,neck,neck,center,center,hip,hip,tailBase,tailBase,RfrontPaw,RfrontPaw,LfrontPaw,LfrontPaw,RrearPaw,RrearPaw,LrearPaw,LrearPaw,foodPlate,foodPlate,foodPellet1,foodPellet1,foodPellet2,foodPellet2,frontTopHouse,frontTopHouse,frontBottomHouse,frontBottomHouse,backTopHouse,backTopHouse,backBottomHouse,backBottomHouse,centerHouse,centerHouse,centerBackHouse,centerBackHouse,upMothTop,upMothTop,upMothBottom,upMothBottom,upMothWingRight,upMothWingRight,upMothWingLeft,upMothWingLeft,downMothTop,downMothTop,downMothBottom,downMothBottom,downMothWingRight,downMothWingRight,downMothWingLeft,downMothWingLeft,upWormHead,upWormHead,upWormCenter,upWormCenter,upWormTail,upWormTail,downWormHead,downWormHead,downWormCenter,downWormCenter,downWormTail,downWormTail,blackCricket,blackCricket,blackSwoop,blackSwoop,blackLoom,blackLoom,yellowCricket,yellowCricket,yellowSwoop,yellowSwoop,greyLoom,greyLoom,flash,flash,cornerTopL,cornerTopL,cornerTopR,cornerTopR,cornerBottomL,cornerBottomL,cornerBottomR,cornerBottomR,windowTop,windowTop,windowBottom,windowBottom
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,111022_Cropped_ROI_0,img00094.png,122.78554708764285,158.6616766467066,112.9869624387588,155.39548176374524,126.86829069134454,146.8217201959717,119.51935220468148,151.72101252041375,115.84488296134997,146.8217201959717,108.90421883505711,134.1652150244965,98.69735982580288,121.91698421339142,94.61461622210119,114.15977136635821,,,,,,,,,181.57705498094714,160.70304844855744,166.87917800762108,146.41344583560152,199.94940119760474,144.78034839412086,148.91510615133365,66.39167120304847,149.731654872074,127.63282525857379,218.73002177463252,63.942025040827474,217.505198693522,127.22455089820362,188.10944474686983,91.70468154599894,224.85413718018503,89.66330974414811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.241207479610154,61.36194549433063,236.24240103441417,61.66033419534514,18.41864929381346,188.7739208275313,236.8391784364432,191.1610304356475,7.975044758305202,113.87835687288641,7.975044758305202,186.38681121941514
labeled-data,111022_Cropped_ROI_0,img00487.png,139.2660732046947,65.2409986075194,145.53223592599963,84.93465287447782,138.66929580266563,73.29749353491147,142.84673761686895,75.98299184404217,137.77412969962208,79.26526755520192,123.45147205092505,77.7733240501293,112.11270141237321,75.68460314302766,,,,,,,,,,,181.93565744977127,159.23343942709369,165.82266759498708,145.20917047941117,201.92770041774418,146.70111398448378,148.21773423513034,66.73294211259201,148.21773423513034,127.6042371195544,218.93585637557192,64.64422120549037,216.54874676745578,127.30584841853988,188.79859757310527,92.69275910085537,224.30685299383333,92.39437039984085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.733150984682766,60.16839069027253,237.13756713745772,62.85388899940324,16.62831708772633,190.86264173463297,237.13756713745772,190.56425303361846,7.378267356276169,115.96707777998806,7.6766560572906855,185.49164511637156
labeled-data,111022_Cropped_ROI_0,img01370.png,229.6778496120947,72.70071613288243,241.0166202506465,77.7733240501293,221.62135468470262,78.9668788541874,230.57301571513824,76.87815794708573,231.76657051919636,80.16043365824547,233.55690272528346,97.1685896160732,231.46818181818185,112.98319076984285,,,,,,,,,,,181.93565744977127,160.42699423115175,164.03233538889998,145.5075591804257,201.33092301571514,147.29789138651282,148.81451163715937,67.92649691665008,147.9193455341158,127.90262582056891,218.93585637557192,63.74905510244679,217.44391287049933,127.00745971752535,188.79859757310527,90.00726079172469,224.00846429281881,90.00726079172469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.733150984682766,59.5716132882435,236.24240103441417,61.66033419534514,16.031539685697282,190.2658643326039,237.43595583847224,192.05619653869104,6.483101253232604,115.96707777998806,8.273433459319733,185.19325641535704
labeled-data,111022_Cropped_ROI_0,img01931.png,225.5004077978914,64.64422120549037,244.89567336383527,68.52327431867914,222.21813208673166,71.80555002983888,229.6778496120947,66.73294211259201,234.1536801273125,70.9103839267953,238.03273324050133,88.8137059876666,230.57301571513824,103.43475233737814,,,,,,,,,,,182.83082355281482,159.83021682912272,163.13716928585637,145.8059478814402,203.1212552218023,147.29789138651282,148.81451163715937,67.32971951462105,147.62095683310127,127.6042371195544,218.93585637557192,63.45066640143227,217.74230157151385,126.11229361448179,190.8873184802069,94.4830913069425,223.7100755918043,90.00726079172469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.434762283668249,61.95872289635966,235.34723493137062,62.555500298388694,15.733150984682766,191.459419136662,237.43595583847224,191.75780783767652,7.6766560572906855,116.26546648100258,8.57182216033425,185.7900338173861
labeled-data,111022_Cropped_ROI_0,img02022.png,,,244.89567336383527,73.59588223592601,223.7100755918043,73.59588223592601,232.6617366222399,70.01521782375175,234.45206882832707,75.0878257409986,235.0488462303561,90.90242689476824,230.27462701412372,105.82186194549433,,,,,,,,,,,182.83082355281482,159.23343942709369,164.3307240899145,146.10433658245472,202.82286652078778,146.10433658245472,147.9193455341158,67.62810821563556,147.62095683310127,128.20101452158343,219.53263377760095,64.94260990650488,218.04069027252837,125.51551621245275,189.99215237716334,92.39437039984085,223.7100755918043,93.58792520389895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.837984881639201,59.870001989258014,234.7504575293416,61.36194549433063,16.926705788740847,189.07230952854582,237.13756713745772,191.459419136662,8.273433459319733,117.16063258404614,8.870210861348767,186.38681121941514
labeled-data,111022_Cropped_ROI_0,img03879.png,223.41168689078972,59.870001989258014,232.06495922021088,65.2409986075194,214.1616371593396,64.34583250447582,224.30685299383333,64.0474438034613,223.7100755918043,67.32971951462105,222.51652078774617,85.53143027650685,217.74230157151385,101.3460314302765,,,,,,,,,,,182.5324348518003,159.5318281281082,164.03233538889998,145.20917047941117,201.33092301571514,144.61239307738214,146.72579073005772,66.73294211259201,147.32256813208676,128.20101452158343,218.33907897354288,64.34583250447582,217.74230157151385,127.6042371195544,189.99215237716334,92.69275910085537,222.8149094887607,92.99114780186991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.539596180624685,61.95872289635966,234.1536801273125,61.36194549433063,15.733150984682766,184.89486771434252,236.8391784364432,189.37069822956036,8.273433459319733,115.0719116769445,8.57182216033425,182.80614680724088
labeled-data,111022_Cropped_ROI_0,img04160.png,222.8149094887607,61.66033419534514,241.315008951661,65.53938730853392,222.8149094887607,66.73294211259201,229.37946091108017,64.64422120549037,233.55690272528346,67.62810821563556,233.55690272528346,86.42659637955043,223.41168689078972,100.74925402824746,,,,,,,,,,,182.2340461507858,160.12860553013724,163.13716928585637,146.40272528346924,201.03253431470063,143.71722697433856,147.02417943107224,67.62810821563556,147.9193455341158,127.90262582056891,219.83102247861547,64.0474438034613,216.54874676745578,127.90262582056891,190.8873184802069,90.60403819375372,223.41168689078972,90.60403819375372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.733150984682766,59.870001989258014,234.7504575293416,62.85388899940324,15.434762283668249,183.99970161129897,235.64562363238514,187.28197732245872,7.975044758305202,115.96707777998806,8.273433459319733,185.7900338173861
labeled-data,111022_Cropped_ROI_0,img06501.png,197.4997550353837,161.1113228089276,211.78935764833966,150.08791507893307,221.1796679368535,165.60234077299947,209.7479858464888,157.4368535655961,219.54657049537286,153.76238432226458,232.61135002721824,144.78034839412086,238.32719107240064,131.3072945019053,,,,,,,,,,,183.12921225382934,158.63666202506465,164.629112790929,145.5075591804257,198.943813407599,144.91078177839665,147.32256813208676,67.32971951462105,147.9193455341158,127.6042371195544,218.93585637557192,64.64422120549037,216.8471354684703,124.62035010940919,189.3953749751343,90.90242689476824,224.30685299383333,91.20081559578279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.136373582653718,59.870001989258014,236.5407897354287,62.555500298388694,17.523483190769895,188.17714342550227,237.73434453948676,187.58036602347323,7.975044758305202,118.35418738810424,8.57182216033425,185.19325641535704
