scorer,,,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais,Thais
bodyparts,,,nose,nose,rightEar,rightEar,leftEar,leftEar,head,head,neck,neck,center,center,hip,hip,tailBase,tailBase,RfrontPaw,RfrontPaw,LfrontPaw,LfrontPaw,RrearPaw,RrearPaw,LrearPaw,LrearPaw,foodPlate,foodPlate,foodPellet1,foodPellet1,foodPellet2,foodPellet2,frontTopHouse,frontTopHouse,frontBottomHouse,frontBottomHouse,backTopHouse,backTopHouse,backBottomHouse,backBottomHouse,centerHouse,centerHouse,centerBackHouse,centerBackHouse,upMothTop,upMothTop,upMothBottom,upMothBottom,upMothWingRight,upMothWingRight,upMothWingLeft,upMothWingLeft,downMothTop,downMothTop,downMothBottom,downMothBottom,downMothWingRight,downMothWingRight,downMothWingLeft,downMothWingLeft,upWormHead,upWormHead,upWormCenter,upWormCenter,upWormTail,upWormTail,downWormHead,downWormHead,downWormCenter,downWormCenter,downWormTail,downWormTail,blackCricket,blackCricket,blackSwoop,blackSwoop,blackLoom,blackLoom,yellowCricket,yellowCricket,yellowSwoop,yellowSwoop,greyLoom,greyLoom,flash,flash,cornerTopL,cornerTopL,cornerTopR,cornerTopR,cornerBottomL,cornerBottomL,cornerBottomR,cornerBottomR,windowTop,windowTop,windowBottom,windowBottom
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,103122_Cropped_ROI_1,img00078.png,277.1180425701214,124.04983091306946,273.2986671971355,139.96389496717725,265.6599164511638,127.23264372389102,273.2986671971355,131.37030037795904,265.6599164511638,135.82623831310923,251.33725880246675,138.05420728068432,234.15006962403032,138.3724885617665,229.69413168888013,136.14451959419137,,,,,,,251.97382136463108,119.59389297791927,123.70646508852202,118.32076785359064,144.07646707778002,103.9981102048936,136.4377163318083,137.73592599960216,155.53459319673766,23.472946091108042,157.4442808832306,84.90123333996422,87.42239904515618,25.382633777601,88.05896160732051,86.81092102645715,118.29568331012537,51.481698826337805,80.1019295802666,50.845136264173505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.86739606126919,21.881539685697277,282.2105430674359,24.427789934354507,63.55130296399447,150.4671772428884,281.5739805052716,148.87577083747763,296.8514819972151,87.12920230753932,295.57835687288645,158.7424905510245
labeled-data,103122_Cropped_ROI_1,img00396.png,203.59506664014327,150.14889596180626,188.31756514819978,142.82842649691668,206.45959816988267,139.0090511239308,199.7756912671574,142.5101452158345,197.5477222995823,137.09936343743786,192.45522180226783,119.59389297791927,192.77350308334996,104.6346727670579,191.8186592401035,95.08623433459323,,,,,,,,,124.66130893176849,118.00248657250847,142.80334195345142,101.45185995623635,136.75599761289044,138.3724885617665,155.53459319673766,22.836383528943742,155.53459319673766,84.26467077779989,87.42239904515618,25.382633777601,87.42239904515618,86.81092102645715,117.65912074796104,50.52685498309134,80.42021086134876,50.845136264173505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.50395862343349,23.472946091108042,286.66648100258607,20.926695842450812,65.14270936940524,149.83061468072412,284.75679331609314,147.602645713149,295.57835687288645,86.17435846429285,295.57835687288645,159.69733439427097
labeled-data,103122_Cropped_ROI_1,img00710.png,292.3955440620649,104.95295404814007,276.4814800079571,120.54873682116573,272.34382335388904,98.58732842649695,278.39116769445,105.90779789138654,270.4341356673961,106.2260791724687,255.79319673761694,107.18092301571517,246.88132086731656,108.77232942112593,,,291.44070021881845,112.59170479411182,,,,,,,124.02474636960419,118.00248657250847,140.8936542669585,103.04326636164714,136.4377163318083,136.14451959419137,155.53459319673766,21.881539685697277,156.80771832106632,85.53779590212852,87.10411776407405,25.064352496518836,87.10411776407405,86.17435846429285,117.02255818579674,49.572011139844875,80.7384921424309,50.845136264173505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.23083349910486,24.10950865327237,287.9396061269147,20.608414561368647,64.50614680724094,150.14889596180626,286.0299184404218,146.3295205888204,295.2600755918043,87.76576486970362,294.9417943107222,158.4242092699423
labeled-data,103122_Cropped_ROI_1,img01870.png,90.2869305748956,64.84951263178837,98.88052516411382,53.0731052317486,104.9278695046748,68.66888800477426,97.60740003978519,61.98498110204898,107.1558384722499,60.07529341555602,120.84193355878263,54.664511637159364,133.89146608315104,47.66232345335192,,,,,,,,,,,125.61615277501495,118.63904913467277,140.8936542669585,102.72498508056498,136.1194350507261,137.09936343743786,154.8980306345734,23.472946091108042,157.4442808832306,83.62810821563559,87.74068032623835,26.0191963397653,87.42239904515618,86.17435846429285,116.70427690471458,49.572011139844875,80.42021086134876,50.208573702009176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.368490153172914,22.518102247861577,285.07507459717533,22.199820966779413,65.14270936940524,151.74030236721705,286.66648100258607,153.01342749154566,295.57835687288645,84.90123333996422,295.89663815396864,158.4242092699423
labeled-data,103122_Cropped_ROI_1,img02439.png,78.19224189377367,33.65794708573705,89.33208673164914,33.339665804654885,77.8739606126915,47.66232345335192,82.01161726675953,37.795603739805074,87.10411776407405,41.61497911279096,102.69990053709971,48.935448577680546,119.568808434454,53.0731052317486,129.753809429083,51.481698826337805,,,,,,,,,124.34302765068632,118.32076785359064,139.93881042371197,102.08842251840065,135.16459120747965,138.05420728068432,154.26146807240906,23.472946091108042,157.12599960214845,84.26467077779989,89.33208673164914,24.10950865327237,86.14927392082758,85.21951462104639,118.93224587228967,47.025760891187616,79.78364829918443,51.79998010741997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.68677143425505,24.427789934354507,288.25788740799686,24.10950865327237,66.09755321265173,150.7854585239706,284.75679331609314,153.33170877262782,295.89663815396864,87.76576486970362,295.57835687288645,158.7424905510245
labeled-data,103122_Cropped_ROI_1,img02957.png,292.0772627809828,90.94857768052518,274.253511040382,104.95295404814007,271.38897951064257,83.94638949671776,280.61913666202514,92.85826536701813,270.4341356673961,92.2217028048538,255.79319673761694,89.99373383727871,244.97163318082363,88.08404615078578,240.83397652675558,87.12920230753932,,,280.30085538094295,76.62592003182814,,,262.7953849214244,71.21513825343149,124.97959021285065,118.63904913467277,140.5753729858763,101.13357867515418,136.1194350507261,138.3724885617665,155.53459319673766,23.472946091108042,156.171155758902,83.94638949671776,87.74068032623835,25.700915058683137,87.10411776407405,85.85607718321069,116.70427690471458,53.391386512830735,81.05677342351306,53.7096677939129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.05020887209075,24.10950865327237,287.9396061269147,22.518102247861577,67.0523970558982,152.37686492938136,286.0299184404218,153.33170877262782,295.89663815396864,87.76576486970362,296.2149194350508,157.1510841456137
labeled-data,103122_Cropped_ROI_1,img03943.png,94.10630594788147,31.74825939924412,93.46974338571717,41.2966978317088,77.55567933160934,34.93107221006568,87.10411776407405,37.47732245872294,85.19443007758109,40.34185398846233,75.00942908295211,53.0731052317486,71.50833499104839,68.3506067236921,,,,,,,,,,,126.88927789934358,117.68420529142631,145.34959220210868,104.6346727670579,137.39256017505477,137.09936343743786,156.171155758902,20.926695842450812,157.12599960214845,83.62810821563559,88.05896160732051,26.0191963397653,88.37724288840268,86.81092102645715,117.02255818579674,50.52685498309134,149.80553013725887,50.52685498309134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.55130296399447,21.244977123532948,286.66648100258607,22.199820966779413,68.96208474239113,151.4220210861349,285.39335587825747,150.4671772428884,295.89663815396864,87.12920230753932,296.53320071613297,155.87795902128508
labeled-data,103122_Cropped_ROI_1,img04844.png,109.06552615874283,125.32295603739806,92.83318082355287,135.82623831310923,100.47193156952461,115.77451760493338,99.83536900736028,126.59608116172669,92.83318082355287,124.04983091306946,77.2373980505272,116.72936144817984,67.0523970558982,109.0906107022081,,,,,,,,,95.06114979112796,100.49701611298988,125.61615277501495,119.59389297791927,145.66787348319082,101.45185995623635,140.25709170479416,136.14451959419137,157.12599960214845,23.154664810025906,156.80771832106632,82.99154565347129,89.33208673164914,25.064352496518836,89.01380545056698,86.81092102645715,117.9774020290432,52.118261388502106,82.01161726675953,53.0731052317486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.278177839665844,24.10950865327237,289.84929381340766,24.74607121543667,68.00724089914466,151.4220210861349,287.3030435647504,152.0585836482992,296.53320071613297,84.90123333996422,296.8514819972151,157.46936542669584
